,CensusTract,State,County,Urban,Rural,LATracts_half,LATracts10,GroupQuartersFlag,OHU2010,NUMGQTRS,PCTGQTRS,LowIncomeTracts,POP2010,lapophalf,lalowihalf,lapop10,lalowi10
54815,41047002502,OR,Marion,1,0,1,0,0,1818,9.0,0.0017882,0,5033,5032.059915,2043.635366,0.0,0.0
54816,41047002600,OR,Marion,0,1,1,0,0,681,6.0,0.0029557,0,2030,2029.999996,836.7970759,0.0,0.0
54817,41047002700,OR,Marion,1,0,1,0,0,3200,130.0,0.0152761,0,8510,8510.000069,1650.259169,0.0,0.0
54818,41047002800,OR,Marion,0,1,1,0,0,1554,0.0,0.0,0,3852,3852.000001,978.2738148,0.0,0.0
54819,41047010100,OR,Marion,0,1,1,0,0,497,0.0,0.0,0,1477,1477.000003,353.6446501,0.0,0.0
54820,41047010201,OR,Marion,0,1,1,0,0,971,0.0,0.0,0,2632,2632.00002,533.8293352,0.0,0.0
54821,41047010202,OR,Marion,0,1,1,0,0,2460,0.0,0.0,0,7205,7204.999959,2406.40281,0.0,0.0
54822,41047010303,OR,Marion,0,1,1,0,0,1305,11.0,0.0022755,0,4834,4834.000027,1959.391325,0.0,0.0
54823,41047010304,OR,Marion,1,0,1,0,0,1526,32.0,0.0049728,1,6435,6345.524565,4145.658741,0.0,0.0
54824,41047010305,OR,Marion,1,0,1,0,0,1113,295.0,0.0654247,1,4509,2128.083128,1230.33555,0.0,0.0
54825,41047010306,OR,Marion,1,0,1,0,0,2795,120.0,0.013245,1,9060,6031.489114,3658.119565,0.0,0.0
54826,41047010307,OR,Marion,1,0,1,0,0,2542,0.0,0.0,0,5724,4963.789118,1317.841889,0.0,0.0
54827,41047010400,OR,Marion,1,0,1,0,0,1679,381.0,0.0762152,0,4999,2566.792234,1035.754241,0.0,0.0
54828,41047010501,OR,Marion,0,1,1,0,0,2004,8.0,0.0014717,0,5436,5100.21245,1273.894255,264.3641451,49.22039034
54829,41047010502,OR,Marion,1,0,1,0,0,2204,39.0,0.0065513,0,5953,3691.375703,1228.492126,0.0,0.0
54830,41047010503,OR,Marion,1,0,1,0,0,1385,58.0,0.0149871,0,3870,2284.597142,648.7754065,0.0,0.0
54831,41047010600,OR,Marion,0,1,1,0,0,1065,2.0,0.0008094,0,2471,2199.878146,921.1341161,5.042123351,2.203447539
54832,41047010701,OR,Marion,1,0,1,0,0,2991,12.0,0.0015148,0,7922,2880.514396,902.6128025,0.0,0.0
54833,41047010702,OR,Marion,1,0,1,0,0,2396,224.0,0.0351373,0,6375,5375.957971,1834.261824,0.0,0.0
54834,41047010801,OR,Marion,0,1,1,0,0,2057,5.0,0.0008344,0,5992,4531.370784,1218.739997,0.0,0.0
54835,41047010802,OR,Marion,0,1,1,0,0,2155,5.0,0.0008278,0,6040,3859.130734,1156.890947,0.0,0.0
54836,41049970100,OR,Morrow,0,1,1,0,0,2599,19.0,0.0023759,1,7997,6821.534933,2954.501426,27.09942814,11.62194663
54837,41049970200,OR,Morrow,0,1,1,0,0,1317,4.0,0.0012594,0,3176,1989.042662,670.9615851,456.8985732,175.4284482
54838,41051000100,OR,Multnomah,1,0,0,0,0,2766,8.0,0.0013498,0,5927,241.2620324,73.99468181,0.0,0.0
54839,41051000200,OR,Multnomah,1,0,1,0,0,2871,2.0,0.0003462,0,5777,2313.538606,796.4999276,0.0,0.0
54840,41051000301,OR,Multnomah,1,0,1,0,0,2172,986.0,0.1955961,0,5041,1421.155262,571.4194402,0.0,0.0
54841,41051000302,OR,Multnomah,1,0,1,0,0,2595,36.0,0.0053659,0,6709,5232.381167,541.3677065,0.0,0.0
54842,41051000401,OR,Multnomah,1,0,1,0,0,1458,35.0,0.0102399,0,3418,790.6683898,259.6146811,0.0,0.0
54843,41051000402,OR,Multnomah,1,0,1,0,0,1482,17.0,0.0048893,1,3477,2262.797851,694.2576262,0.0,0.0
54844,41051000501,OR,Multnomah,1,0,1,0,0,1537,7.0,0.0018757,1,3732,1304.153578,409.1695592,0.0,0.0
54845,41051000502,OR,Multnomah,1,0,1,0,0,1863,29.0,0.0063583,1,4561,929.9253225,386.3047332,0.0,0.0
54846,41051000601,OR,Multnomah,1,0,1,0,0,1823,17.0,0.0031669,1,5368,3066.528629,1497.285688,0.0,0.0
54847,41051000602,OR,Multnomah,1,0,1,0,0,1810,11.0,0.0021489,1,5119,4563.140975,2244.024308,0.0,0.0
54848,41051000701,OR,Multnomah,1,0,1,0,0,1901,3.0,0.0007052,1,4254,1508.89911,420.5706918,0.0,0.0
54849,41051000702,OR,Multnomah,1,0,1,0,0,1962,40.0,0.0084069,1,4758,1237.419308,553.2377315,0.0,0.0
54850,41051000801,OR,Multnomah,1,0,1,0,0,1977,41.0,0.0090748,0,4518,3430.289167,996.011148,0.0,0.0
54851,41051000802,OR,Multnomah,1,0,1,0,0,2030,12.0,0.0026513,1,4526,1895.136718,730.1667641,0.0,0.0
54852,41051000901,OR,Multnomah,1,0,1,0,0,1760,54.0,0.0138817,0,3890,1448.993305,462.2032654,0.0,0.0
54853,41051000902,OR,Multnomah,1,0,0,0,0,2010,81.0,0.0180723,1,4482,281.4103947,82.86525279,0.0,0.0
54854,41051001000,OR,Multnomah,1,0,1,0,0,2542,15.0,0.0028022,1,5353,2299.005207,989.1700953,0.0,0.0
54855,41051001101,OR,Multnomah,1,0,1,0,0,1299,198.0,0.0933962,1,2120,583.3519067,178.281875,0.0,0.0
54856,41051001102,OR,Multnomah,1,0,0,0,0,641,43.0,0.0322339,0,1334,116.2479584,33.95642664,0.0,0.0
54857,41051001201,OR,Multnomah,1,0,1,0,0,2669,52.0,0.0106886,1,4865,590.2066355,184.1279251,0.0,0.0
54858,41051001202,OR,Multnomah,1,0,0,0,0,1492,7.0,0.0021658,0,3232,161.7099076,28.84555035,0.0,0.0
54859,41051001301,OR,Multnomah,1,0,0,0,0,1851,199.0,0.0523409,0,3802,0.0,0.0,0.0,0.0
54860,41051001302,OR,Multnomah,1,0,0,0,0,1240,43.0,0.0145961,0,2946,434.9456066,66.77283712,0.0,0.0
54861,41051001400,OR,Multnomah,1,0,1,0,0,2161,19.0,0.0040607,0,4679,1106.559601,318.1262534,0.0,0.0
54862,41051001500,OR,Multnomah,1,0,1,0,0,1379,26.0,0.0079486,0,3271,2679.706873,597.7997203,0.0,0.0
54863,41051001601,OR,Multnomah,1,0,1,0,0,2582,361.0,0.0605603,0,5961,4243.230473,1281.625139,0.0,0.0
54864,41051001602,OR,Multnomah,1,0,1,0,0,1675,36.0,0.0082267,1,4376,3735.257961,1272.680518,0.0,0.0
54865,41051001701,OR,Multnomah,1,0,0,0,0,2773,49.0,0.0076539,0,6402,96.05241823,25.64589248,0.0,0.0
54866,41051001702,OR,Multnomah,1,0,1,0,0,1469,248.0,0.0635246,1,3904,1579.282362,749.3284011,0.0,0.0
54867,41051001801,OR,Multnomah,1,0,0,0,0,1977,156.0,0.03849,0,4053,4.717238903,1.695204377,0.0,0.0
54868,41051001802,OR,Multnomah,1,0,0,0,0,1586,40.0,0.0118906,0,3364,20.00928497,3.577185631,0.0,0.0
54869,41051001900,OR,Multnomah,1,0,1,0,0,1901,55.0,0.0113192,0,4859,1566.341559,122.0713436,0.0,0.0
54870,41051002000,OR,Multnomah,1,0,0,0,0,2971,135.0,0.025196,1,5358,52.84502098,14.11943027,0.0,0.0
54871,41051002100,OR,Multnomah,1,0,0,0,0,1362,357.0,0.1385332,0,2577,394.8887057,183.1508464,0.0,0.0
54872,41051002203,OR,Multnomah,1,0,1,0,0,1459,98.0,0.0305582,1,3207,2390.631726,987.6991751,0.0,0.0
54873,41051002303,OR,Multnomah,1,0,1,0,0,1081,245.0,0.1227455,0,1996,1285.604207,596.3808838,0.0,0.0
54874,41051002401,OR,Multnomah,1,0,0,0,0,1112,0.0,0.0,0,2765,0.0,0.0,0.0,0.0
54875,41051002402,OR,Multnomah,1,0,0,0,0,2023,79.0,0.0238671,0,3310,0.027748287,0.005174506,0.0,0.0
54876,41051002501,OR,Multnomah,1,0,1,0,0,1706,1.0,0.0002187,0,4573,2390.085867,170.8471487,0.0,0.0
54877,41051002502,OR,Multnomah,1,0,0,0,0,1980,16.0,0.0041322,0,3872,0.0,0.0,0.0,0.0
54878,41051002600,OR,Multnomah,1,0,1,0,0,1073,0.0,0.0,0,2689,1119.20351,138.4071608,0.0,0.0
54879,41051002701,OR,Multnomah,1,0,1,0,0,1188,0.0,0.0,0,3068,918.0924519,163.5385881,0.0,0.0
54880,41051002702,OR,Multnomah,1,0,0,0,0,1366,0.0,0.0,0,2578,0.0,0.0,0.0,0.0
54881,41051002801,OR,Multnomah,1,0,1,0,0,1214,3.0,0.001053,0,2849,1392.337731,278.2604955,0.0,0.0
54882,41051002802,OR,Multnomah,1,0,1,0,0,1297,0.0,0.0,0,2928,1559.648402,384.112566,0.0,0.0
54883,41051002901,OR,Multnomah,1,0,0,0,0,1968,4.0,0.0009033,0,4428,455.5400922,101.285499,0.0,0.0
54884,41051002902,OR,Multnomah,1,0,1,0,0,2416,0.0,0.0,0,5325,695.4558237,211.4219389,0.0,0.0
54885,41051002903,OR,Multnomah,1,0,1,0,0,2048,252.0,0.0474219,1,5314,5184.396834,2599.111893,0.0,0.0
54886,41051003000,OR,Multnomah,1,0,1,0,0,1922,18.0,0.0040513,0,4443,3212.956649,536.7902489,0.0,0.0
54887,41051003100,OR,Multnomah,1,0,1,0,0,1855,32.0,0.0070376,0,4547,2129.419193,190.2944737,0.0,0.0
54888,41051003200,OR,Multnomah,1,0,0,0,0,1640,0.0,0.0,0,3968,176.8640915,10.66164047,0.0,0.0
54889,41051003301,OR,Multnomah,1,0,1,0,0,1209,26.0,0.0087015,1,2988,529.3248831,244.8103474,0.0,0.0
54890,41051003302,OR,Multnomah,1,0,0,0,0,1196,0.0,0.0,0,2757,32.12014955,9.939459965,0.0,0.0
54891,41051003401,OR,Multnomah,1,0,1,0,0,1424,12.0,0.0035982,1,3335,2006.00706,1120.849723,0.0,0.0
54892,41051003402,OR,Multnomah,1,0,1,0,0,1358,14.0,0.0045249,1,3094,2990.458678,1729.505488,0.0,0.0
54893,41051003501,OR,Multnomah,1,0,1,0,0,1575,56.0,0.0159181,0,3518,2888.446,1001.101797,0.0,0.0
54894,41051003502,OR,Multnomah,1,0,1,0,0,855,25.0,0.0123274,0,2028,2027.999996,637.129017,0.0,0.0
54895,41051003601,OR,Multnomah,1,0,1,0,0,1764,16.0,0.0036183,0,4422,2065.595986,541.3105483,0.0,0.0
54896,41051003602,OR,Multnomah,1,0,1,0,0,2262,446.0,0.073295,0,6085,2782.133913,922.9767017,0.0,0.0
54897,41051003603,OR,Multnomah,1,0,0,0,0,646,35.0,0.0230871,0,1516,157.9380193,44.73169504,0.0,0.0
54898,41051003701,OR,Multnomah,1,0,1,0,0,1796,137.0,0.0314509,0,4356,2190.519428,639.5372918,0.0,0.0
54899,41051003702,OR,Multnomah,1,0,0,0,0,958,5.0,0.0020661,0,2420,0.0,0.0,0.0,0.0
54900,41051003801,OR,Multnomah,1,0,0,0,0,1272,23.0,0.0079119,0,2907,269.346291,61.26347891,0.0,0.0
54901,41051003802,OR,Multnomah,1,0,0,0,0,1281,0.0,0.0,1,2965,276.0444162,105.0025402,0.0,0.0
54902,41051003803,OR,Multnomah,1,0,1,0,0,1661,8.0,0.0020341,0,3933,1345.560519,300.7418129,0.0,0.0
54903,41051003901,OR,Multnomah,1,0,1,0,0,2737,5.0,0.0006992,1,7151,7057.931449,2933.997937,0.0,0.0
54904,41051003902,OR,Multnomah,1,0,1,0,0,1270,28.0,0.0092105,0,3040,3039.999997,722.155151,0.0,0.0
54905,41051004001,OR,Multnomah,1,0,1,0,0,2615,46.0,0.0061415,1,7490,6865.24384,4158.696899,0.0,0.0
54906,41051004002,OR,Multnomah,1,0,1,0,0,1623,1659.0,0.2859359,1,5802,5332.207439,1728.639269,0.0,0.0
54907,41051004101,OR,Multnomah,1,0,1,0,0,2668,0.0,0.0,1,7215,5721.102732,2399.854256,0.0,0.0
54908,41051004102,OR,Multnomah,1,0,0,0,0,2115,0.0,0.0,1,4966,343.8291363,109.0176175,0.0,0.0
54909,41051004200,OR,Multnomah,1,0,0,0,0,1591,4.0,0.0012001,1,3333,97.47442545,34.3976993,0.0,0.0
54910,41051004300,OR,Multnomah,0,1,1,0,0,434,35.0,0.0327409,0,1069,1068.99999,294.2869621,0.0,0.0
54911,41051004500,OR,Multnomah,1,0,1,0,0,1038,15.0,0.0079239,0,1893,1012.637708,341.9828044,0.0,0.0
54912,41051004601,OR,Multnomah,1,0,1,0,0,1578,0.0,0.0,0,3219,1393.490586,161.4252113,0.0,0.0
54913,41051004602,OR,Multnomah,1,0,1,0,0,817,32.0,0.0159125,0,2011,512.3773161,93.17865287,0.0,0.0
54914,41051004700,OR,Multnomah,1,0,0,0,0,2451,25.0,0.0061455,0,4068,408.45928,71.48395474,0.0,0.0
54915,41051004800,OR,Multnomah,1,0,0,0,0,1975,51.0,0.0184917,1,2758,0.0,0.0,0.0,0.0
54916,41051004900,OR,Multnomah,1,0,0,0,0,2414,144.0,0.0407125,0,3537,0.0,0.0,0.0,0.0
54917,41051005000,OR,Multnomah,1,0,0,0,0,1551,19.0,0.0082933,0,2291,0.0,0.0,0.0,0.0
54918,41051005100,OR,Multnomah,1,0,0,0,0,4927,1293.0,0.163134,1,7926,107.1269187,58.58191645,0.0,0.0
54919,41051005200,OR,Multnomah,1,0,0,0,0,3200,182.0,0.040221,1,4525,0.0,0.0,0.0,0.0
54920,41051005500,OR,Multnomah,1,0,0,0,0,1635,46.0,0.0186009,1,2473,296.961636,130.087793,0.0,0.0
54921,41051005600,OR,Multnomah,1,0,0,0,0,2395,1819.0,0.3568766,1,5097,25.58094025,20.52046394,0.0,0.0
54922,41051005700,OR,Multnomah,1,0,1,0,0,2156,3.0,0.0008746,1,3430,2207.408714,594.7959354,0.0,0.0
54923,41051005800,OR,Multnomah,1,0,1,0,0,2402,38.0,0.0078399,0,4847,3688.908198,819.5948467,0.0,0.0
54924,41051005900,OR,Multnomah,1,0,1,0,0,3354,0.0,0.0,0,5800,4807.681,1123.311672,0.0,0.0
54925,41051006001,OR,Multnomah,1,0,1,0,0,681,1.0,0.0007194,0,1390,1046.405097,324.0854577,0.0,0.0
54926,41051006002,OR,Multnomah,1,0,0,0,0,947,0.0,0.0,0,2118,106.9550557,18.82331801,0.0,0.0
54927,41051006100,OR,Multnomah,1,0,1,0,0,987,14.0,0.0059906,0,2337,889.7021963,200.9334174,0.0,0.0
54928,41051006200,OR,Multnomah,1,0,0,0,0,1238,21.0,0.0073736,0,2848,208.9469592,49.48743853,0.0,0.0
54929,41051006300,OR,Multnomah,1,0,1,0,0,1521,1168.0,0.233787,0,4996,4200.260396,344.2930158,0.0,0.0
54930,41051006402,OR,Multnomah,1,0,1,0,0,2222,32.0,0.0057051,0,5609,4585.006823,249.3280058,0.0,0.0
54931,41051006403,OR,Multnomah,1,0,1,0,0,1664,7.0,0.001788,0,3915,3915.000005,1160.903772,0.0,0.0
54932,41051006404,OR,Multnomah,1,0,1,0,0,1802,0.0,0.0,0,3674,3156.559013,654.9203101,0.0,0.0
54933,41051006501,OR,Multnomah,1,0,1,0,0,2384,6.0,0.0010173,0,5898,5376.411003,658.7312154,0.0,0.0
54934,41051006502,OR,Multnomah,1,0,1,0,0,2034,20.0,0.0048948,0,4086,3572.918129,1036.639071,0.0,0.0
54935,41051006601,OR,Multnomah,1,0,1,0,0,1051,98.0,0.0389972,0,2513,2339.202544,314.3965243,0.0,0.0
54936,41051006602,OR,Multnomah,1,0,1,0,0,2332,0.0,0.0,0,4821,2487.863244,720.9051813,0.0,0.0
54937,41051006701,OR,Multnomah,1,0,1,0,0,1306,153.0,0.0501146,0,3053,1055.901486,135.0223838,0.0,0.0
54938,41051006702,OR,Multnomah,1,0,1,0,0,1365,96.0,0.0313623,0,3061,2401.153058,528.3651233,0.0,0.0
54939,41051006801,OR,Multnomah,1,0,1,0,0,1006,18.0,0.0082721,0,2176,500.3769244,102.9256348,0.0,0.0
54940,41051006802,OR,Multnomah,1,0,1,0,0,1422,14.0,0.0041249,0,3394,2617.223857,410.8010573,0.0,0.0
54941,41051006900,OR,Multnomah,1,0,1,0,0,1059,3.0,0.0011416,0,2628,2586.531923,220.4313908,0.0,0.0
54942,41051007000,OR,Multnomah,1,0,1,0,0,3132,0.0,0.0,0,8181,8137.919356,387.6712645,0.0,0.0
54943,41051007100,OR,Multnomah,0,1,1,0,0,1216,62.0,0.0224719,0,2759,2759.000021,378.5889795,0.0,0.0
54944,41051007201,OR,Multnomah,1,0,1,0,0,1280,1.0,0.0004405,1,2270,1434.409196,516.0191861,0.0,0.0
54945,41051007202,OR,Multnomah,1,0,1,0,0,1153,8.0,0.003102,0,2579,2245.990457,656.9904047,0.0,0.0
54946,41051007300,OR,Multnomah,1,0,1,0,1,223,1434.0,0.7361397,1,1948,1901.113817,966.8895048,0.0,0.0
54947,41051007400,OR,Multnomah,1,0,1,0,0,1337,24.0,0.0065681,1,3654,3461.234394,1462.632913,0.0,0.0
54948,41051007500,OR,Multnomah,1,0,1,0,0,1931,161.0,0.0316929,1,5080,2357.154385,840.5693177,0.0,0.0
54949,41051007600,OR,Multnomah,1,0,1,0,0,1285,12.0,0.0033689,1,3562,2130.561001,1159.296572,0.0,0.0
54950,41051007700,OR,Multnomah,1,0,1,0,0,783,9.0,0.0045524,1,1977,1977.00001,997.0940912,0.0,0.0
54951,41051007800,OR,Multnomah,1,0,1,0,0,707,0.0,0.0,0,1761,1760.999981,653.3107678,0.0,0.0
54952,41051007900,OR,Multnomah,1,0,1,0,0,1768,58.0,0.0128035,1,4530,4014.097267,1820.558351,0.0,0.0
54953,41051008001,OR,Multnomah,1,0,1,0,0,1338,14.0,0.0043143,1,3245,1426.721516,422.2873932,0.0,0.0
54954,41051008002,OR,Multnomah,1,0,1,0,0,1096,72.0,0.0236066,1,3050,1047.521133,200.5724837,0.0,0.0
54955,41051008100,OR,Multnomah,1,0,1,0,0,2870,245.0,0.0344682,1,7108,1327.240779,659.2376436,0.0,0.0
54956,41051008201,OR,Multnomah,1,0,1,0,0,1255,71.0,0.0234944,1,3022,1281.283918,624.7753387,0.0,0.0
54957,41051008202,OR,Multnomah,1,0,1,0,0,2974,75.0,0.0098905,1,7583,4050.714939,1481.146087,0.0,0.0
54958,41051008301,OR,Multnomah,1,0,1,0,0,1639,3.0,0.0006922,1,4334,2475.822397,1356.476592,0.0,0.0
54959,41051008302,OR,Multnomah,1,0,1,0,0,1410,155.0,0.0372775,1,4158,2784.418839,1211.02873,0.0,0.0
54960,41051008400,OR,Multnomah,1,0,1,0,0,1644,76.0,0.016685,1,4555,940.3759182,572.2047704,0.0,0.0
54961,41051008500,OR,Multnomah,1,0,1,0,0,1364,165.0,0.0385965,1,4275,4275.000058,1968.608998,0.0,0.0
54962,41051008600,OR,Multnomah,1,0,1,0,0,1522,57.0,0.0131549,1,4333,3920.497359,2437.509577,0.0,0.0
54963,41051008700,OR,Multnomah,1,0,1,0,0,1741,48.0,0.010575,1,4539,3537.834153,1319.215951,0.0,0.0
54964,41051008800,OR,Multnomah,1,0,1,0,0,1519,43.0,0.0105651,1,4070,4026.574651,1471.824129,0.0,0.0
54965,41051008901,OR,Multnomah,1,0,1,0,0,2996,177.0,0.0187998,0,9415,9414.999955,2723.876239,0.0,0.0
54966,41051008902,OR,Multnomah,1,0,1,0,0,1495,91.0,0.0228414,0,3984,3566.873626,1381.896055,0.0,0.0
54967,41051009000,OR,Multnomah,1,0,1,0,0,3189,195.0,0.0202682,1,9621,5362.439304,2655.728487,0.0,0.0
54968,41051009101,OR,Multnomah,1,0,1,0,0,1955,75.0,0.0135135,1,5550,939.3651218,448.9853997,0.0,0.0
54969,41051009102,OR,Multnomah,1,0,1,0,0,2146,73.0,0.0113126,0,6453,5769.968793,2476.666325,0.0,0.0
54970,41051009201,OR,Multnomah,1,0,1,0,0,2824,180.0,0.022214,1,8103,5750.008565,2481.790717,0.0,0.0
54971,41051009202,OR,Multnomah,1,0,1,0,0,1580,67.0,0.0143869,1,4657,3105.279413,1567.272271,0.0,0.0
54972,41051009301,OR,Multnomah,1,0,1,0,0,2155,106.0,0.0175352,1,6045,6045.000072,3306.36311,0.0,0.0
54973,41051009302,OR,Multnomah,1,0,1,0,0,1609,326.0,0.0736723,1,4425,2847.847093,1370.463547,0.0,0.0
54974,41051009400,OR,Multnomah,1,0,1,0,0,2859,190.0,0.0285328,0,6659,5714.080598,1676.221749,0.0,0.0
54975,41051009501,OR,Multnomah,1,0,1,0,0,1935,15.0,0.0031672,1,4736,4732.944529,2013.39486,0.0,0.0
54976,41051009502,OR,Multnomah,1,0,1,0,0,1618,48.0,0.0110117,0,4359,1725.466342,222.7983123,0.0,0.0
54977,41051009603,OR,Multnomah,1,0,1,0,0,1266,68.0,0.0181237,0,3752,3515.317606,1474.740461,0.0,0.0
54978,41051009604,OR,Multnomah,1,0,0,0,0,1780,25.0,0.004987,1,5013,206.0205896,86.0570932,0.0,0.0
54979,41051009605,OR,Multnomah,1,0,1,0,0,2159,93.0,0.0166996,1,5569,3098.385279,1306.972023,0.0,0.0
54980,41051009606,OR,Multnomah,1,0,1,0,0,1768,53.0,0.0100933,1,5251,3687.211767,2255.291524,0.0,0.0
54981,41051009701,OR,Multnomah,1,0,1,0,0,1935,70.0,0.0124755,1,5611,3731.274796,1733.267117,0.0,0.0
54982,41051009702,OR,Multnomah,1,0,1,0,0,2671,114.0,0.0139041,1,8199,4585.694861,1837.581306,0.0,0.0
54983,41051009801,OR,Multnomah,1,0,1,0,0,1441,199.0,0.0436212,1,4562,4231.458155,2404.703678,0.0,0.0
54984,41051009803,OR,Multnomah,1,0,1,0,0,2560,242.0,0.0351132,1,6892,1768.178206,869.5803682,0.0,0.0
54985,41051009804,OR,Multnomah,1,0,1,0,0,1105,51.0,0.0160226,1,3183,858.3676195,210.3763473,0.0,0.0
54986,41051009903,OR,Multnomah,1,0,1,0,0,2064,58.0,0.0093263,0,6219,5658.52035,747.7509659,0.0,0.0
54987,41051009904,OR,Multnomah,1,0,1,0,0,1426,21.0,0.0057788,0,3634,3452.275901,720.3102882,0.0,0.0
54988,41051009905,OR,Multnomah,1,0,1,0,0,1135,0.0,0.0,0,3084,1950.532432,626.0475197,0.0,0.0
54989,41051009906,OR,Multnomah,1,0,1,0,0,1250,28.0,0.0079909,0,3504,3504.00007,763.9397699,0.0,0.0
54990,41051009907,OR,Multnomah,1,0,1,0,0,1887,54.0,0.0105489,0,5119,4032.493809,816.1136414,0.0,0.0
54991,41051010001,OR,Multnomah,1,0,1,0,0,2396,163.0,0.0289572,1,5629,2126.878693,1003.61087,0.0,0.0
54992,41051010002,OR,Multnomah,1,0,1,0,0,1970,45.0,0.0090108,0,4994,2531.549605,574.5908579,0.0,0.0
54993,41051010100,OR,Multnomah,1,0,1,0,0,3511,48.0,0.0054788,1,8761,6283.192422,2368.335891,0.0,0.0
54994,41051010200,OR,Multnomah,1,0,1,0,0,2408,22.0,0.003649,0,6029,5714.17844,1259.302165,0.0,0.0
54995,41051010303,OR,Multnomah,1,0,1,0,0,2113,12.0,0.002095,0,5728,1263.202809,418.9543312,0.0,0.0
54996,41051010304,OR,Multnomah,1,0,0,0,0,1438,70.0,0.0150182,1,4661,450.3375044,244.3072703,0.0,0.0
54997,41051010305,OR,Multnomah,1,0,1,0,0,1491,17.0,0.0041697,0,4077,3094.816167,714.0240269,0.0,0.0
54998,41051010306,OR,Multnomah,1,0,1,0,0,1625,0.0,0.0,0,4676,3368.218902,717.0713194,0.0,0.0
54999,41051010402,OR,Multnomah,0,1,1,0,0,2062,51.0,0.008313,0,6135,6110.953758,1078.20545,0.0,0.0
55000,41051010405,OR,Multnomah,1,0,1,0,0,2289,10.0,0.0016972,1,5892,3495.525769,1323.088535,0.0,0.0
55001,41051010407,OR,Multnomah,1,0,1,0,0,1833,150.0,0.0271542,0,5524,5506.559515,1382.70988,0.0,0.0
55002,41051010408,OR,Multnomah,1,0,1,0,0,2293,53.0,0.0086743,1,6110,4205.458123,1578.61893,0.0,0.0
55003,41051010409,OR,Multnomah,1,0,1,0,0,2601,0.0,0.0,0,7436,7182.757062,1426.433049,0.0,0.0
55004,41051010410,OR,Multnomah,1,0,1,0,0,1854,53.0,0.0118383,1,4477,1243.429664,504.6964509,0.0,0.0
55005,41051010411,OR,Multnomah,1,0,1,0,0,1188,61.0,0.0203198,1,3002,620.4998765,301.2321378,0.0,0.0
55006,41051010500,OR,Multnomah,0,1,1,0,0,1433,134.0,0.0341314,0,3926,3925.833457,852.372585,61.74235848,13.23341044
55007,41051010600,OR,Multnomah,1,0,0,0,0,1881,1210.0,0.3515398,1,3442,0.0,0.0,0.0,0.0
55008,41051980000,OR,Multnomah,1,0,1,0,1,0,8.0,1.0,0,8,7.999999884,0.0,0.0,0.0
55009,41053005100,OR,Polk,1,0,0,0,0,867,42.0,0.0191431,1,2194,387.5486953,241.8694253,0.0,0.0
55010,41053005201,OR,Polk,1,0,1,0,0,3357,11.0,0.0012462,0,8827,7555.579092,1714.029729,0.0,0.0
55011,41053005202,OR,Polk,1,0,1,0,0,3618,36.0,0.0039405,0,9136,7263.179931,2177.954134,0.0,0.0
55012,41053005300,OR,Polk,0,1,1,0,0,3327,53.0,0.0061772,0,8580,8579.999965,1096.808243,0.0,0.0
55013,41053020202,OR,Polk,1,0,1,0,0,2540,48.0,0.007815,0,6142,3600.24634,840.1186385,0.0,0.0
55014,41053020203,OR,Polk,1,0,1,0,0,1083,125.0,0.0427497,0,2924,745.883367,331.073628,0.0,0.0
55015,41053020204,OR,Polk,1,0,1,0,0,1718,27.0,0.0059867,0,4510,4169.82687,1147.302639,0.0,0.0
55016,41053020302,OR,Polk,0,1,1,0,0,3184,53.0,0.0054939,0,9647,6887.497761,2600.586789,0.0,0.0
55017,41053020303,OR,Polk,1,0,1,0,0,1277,1230.0,0.2821748,1,4359,4229.41294,2087.415322,0.0,0.0
55018,41053020304,OR,Polk,1,0,1,0,0,2562,114.0,0.0174365,1,6538,5203.657498,2469.235096,0.0,0.0
55019,41053020400,OR,Polk,0,1,1,0,0,2276,10.0,0.0016731,1,5977,5462.997109,2330.969824,394.2280524,135.533073
55020,41053020500,OR,Polk,0,1,1,0,0,2479,136.0,0.0207033,0,6569,5375.297841,1262.229425,0.0,0.0
55021,41055950100,OR,Sherman,0,1,1,1,0,777,0.0,0.0,1,1765,1601.213999,562.6473487,782.6800228,268.8802109
55022,41057960100,OR,Tillamook,0,1,1,0,0,1693,47.0,0.0132283,0,3553,3028.930678,1049.915139,1.614593664,0.48660785
55023,41057960200,OR,Tillamook,0,1,1,0,0,1234,15.0,0.0060704,1,2471,1798.739476,635.4724625,0.0,0.0
55024,41057960300,OR,Tillamook,0,1,1,0,0,1014,11.0,0.0046769,0,2352,2351.999961,942.3594905,28.99999985,12.22243921
55025,41057960400,OR,Tillamook,0,1,1,0,0,2876,386.0,0.0503653,1,7664,6672.207694,2556.366407,390.1969679,103.1579339
55026,41057960500,OR,Tillamook,0,1,1,0,0,886,0.0,0.0,1,2134,674.0011406,302.0534234,0.0,0.0
55027,41057960600,OR,Tillamook,0,1,1,0,0,985,17.0,0.0078996,0,2152,2151.96593,811.0039004,0.0,0.0
55028,41057960700,OR,Tillamook,0,1,1,1,0,1044,0.0,0.0,0,2440,2439.999972,821.1569608,1668.710262,548.7460334
55029,41057960800,OR,Tillamook,0,1,1,1,0,1102,0.0,0.0,1,2484,2484.00001,1116.745023,1969.382039,890.0818256
55030,41059940000,OR,Umatilla,0,1,1,1,0,1078,40.0,0.0132144,0,3027,3026.999998,1156.307165,611.4683551,164.6000917
